soilBearingCapacity,loadsActing,ironQuality,sandType,noOfRows,noOfCols,noOfStairs,earthquakeLoad,windLoad,concreteMix,years,price
deep,dead,Medium,pit,3,4,18,prone,100,2,21,23400000
deep,dead,Medium,utility,3,4,18,prone,100,3,25,23400000
deep,dead,Medium,fill,3,4,18,prone,100,4,26,23400000
deep,dead,Medium,concrete,3,4,18,prone,100,5,16,23400000
deep,dead,Medium,pit,3,4,18,prone,100,6,12,23400000
deep,dead,Medium,utility,3,4,18,prone,200,1,14,46800000
deep,dead,Medium,fill,3,4,18,prone,200,2,11,46800000
deep,dead,Medium,concrete,3,4,18,prone,200,3,12,46800000
deep,dead,Medium,pit,3,4,18,prone,200,4,13,46800000
deep,dead,Medium,utility,3,4,18,prone,200,5,9,46800000
deep,dead,Medium,fill,3,4,18,prone,200,6,9,46800000
deep,dead,Medium,concrete,3,4,18,prone,300,1,11,70200000
deep,dead,Medium,pit,3,4,18,prone,300,2,16,70200000
deep,dead,Medium,utility,3,4,18,prone,300,3,17,70200000
deep,dead,Medium,fill,3,4,18,prone,300,4,13,70200000
deep,dead,Medium,concrete,3,4,18,prone,300,5,19,70200000
deep,dead,Medium,pit,3,4,18,prone,300,6,17,70200000
deep,dead,Medium,utility,3,4,18,prone,500,1,13,116000000
deep,dead,Medium,fill,3,4,18,prone,500,2,12,116000000
deep,dead,Medium,concrete,3,4,18,prone,500,3,9,116000000
deep,dead,Medium,pit,3,4,18,prone,500,4,11,116000000
deep,dead,Medium,utility,3,4,18,prone,500,5,14,116000000
deep,dead,Medium,fill,3,4,18,prone,500,6,12,116000000
deep,dead,Medium,concrete,3,4,18,notProne,100,1,65,23400000
deep,dead,Medium,pit,3,4,18,notProne,100,2,62,23400000
deep,dead,Medium,utility,3,4,18,notProne,100,3,58,23400000
deep,dead,Medium,fill,3,4,18,notProne,100,4,60,23400000
deep,dead,Medium,concrete,3,4,18,notProne,100,5,52,23400000
deep,dead,Medium,pit,3,4,18,notProne,100,6,50,23400000
deep,dead,Medium,utility,3,4,18,notProne,200,1,53,46800000
deep,dead,Medium,fill,3,4,18,notProne,200,2,54,46800000
deep,dead,Medium,concrete,3,4,18,notProne,200,3,50,46800000
deep,dead,Medium,pit,3,4,18,notProne,200,4,55,46800000
deep,dead,Medium,utility,3,4,18,notProne,200,5,52,46800000
deep,dead,Medium,fill,3,4,18,notProne,200,6,48,46800000
deep,dead,Medium,concrete,3,4,18,notProne,300,1,60,70200000
deep,dead,Medium,pit,3,4,18,notProne,300,2,57,70200000
deep,dead,Medium,utility,3,4,18,notProne,300,3,56,70200000
deep,dead,Medium,fill,3,4,18,notProne,300,4,55,70200000
deep,dead,Medium,concrete,3,4,18,notProne,300,5,57,70200000
deep,dead,Medium,pit,3,4,18,notProne,300,6,45,70200000
deep,dead,Medium,utility,3,4,18,notProne,500,1,48,116000000
deep,dead,Medium,fill,3,4,18,notProne,500,2,49,116000000
deep,dead,Medium,concrete,3,4,18,notProne,500,3,45,116000000
deep,dead,Medium,pit,3,4,18,notProne,500,4,50,116000000
deep,dead,Medium,utility,3,4,18,notProne,500,5,47,116000000
deep,dead,Medium,fill,3,4,18,notProne,500,6,44,116000000
deep,dead,Medium,concrete,6,2,2,prone,100,1,22,2600000
deep,dead,Medium,pit,6,2,2,prone,100,2,27,2600000
deep,dead,Medium,utility,6,2,2,prone,100,3,29,2600000
deep,dead,Medium,fill,6,2,2,prone,100,4,31,2600000
deep,dead,Medium,concrete,6,2,2,prone,100,5,22,2600000
deep,dead,Medium,pit,6,2,2,prone,100,6,18,2600000
deep,dead,Medium,utility,6,2,2,prone,200,1,14,5200000
deep,dead,Medium,fill,6,2,2,prone,200,2,14,5200000
deep,dead,Medium,concrete,6,2,2,prone,200,3,15,5200000
deep,dead,Medium,pit,6,2,2,prone,200,4,21,5200000
deep,dead,Medium,utility,6,2,2,prone,200,5,14,5200000
deep,dead,Medium,fill,6,2,2,prone,200,6,12,5200000
deep,dead,Medium,concrete,6,2,2,prone,300,1,18,7800000
deep,dead,Medium,pit,6,2,2,prone,300,2,23,7800000
deep,dead,Medium,utility,6,2,2,prone,300,3,24,7800000
deep,dead,Medium,fill,6,2,2,prone,300,4,19,7800000
deep,dead,Medium,concrete,6,2,2,prone,300,5,24,7800000
deep,dead,Medium,pit,6,2,2,prone,300,6,23,7800000
deep,dead,Medium,utility,6,2,2,prone,500,1,14,13000000
deep,dead,Medium,fill,6,2,2,prone,500,2,16,13000000
deep,dead,Medium,concrete,6,2,2,prone,500,3,18,13000000
deep,dead,Medium,pit,6,2,2,prone,500,4,22,13000000
deep,dead,Medium,utility,6,2,2,prone,500,5,14,13000000
deep,dead,Medium,fill,6,2,2,prone,500,6,13,13000000
deep,dead,Medium,concrete,6,2,2,notProne,100,1,85,2600000
deep,dead,Medium,pit,6,2,2,notProne,100,2,82,2600000
deep,dead,Medium,utility,6,2,2,notProne,100,3,78,2600000
deep,dead,Medium,fill,6,2,2,notProne,100,4,80,2600000
deep,dead,Medium,concrete,6,2,2,notProne,100,5,72,2600000
deep,dead,Medium,pit,6,2,2,notProne,100,6,70,2600000
deep,dead,Medium,utility,6,2,2,notProne,200,1,73,5200000
deep,dead,Medium,fill,6,2,2,notProne,200,2,74,5200000
deep,dead,Medium,concrete,6,2,2,notProne,200,3,70,5200000
deep,dead,Medium,pit,6,2,2,notProne,200,4,75,5200000
deep,dead,Medium,utility,6,2,2,notProne,200,5,72,5200000
deep,dead,Medium,fill,6,2,2,notProne,200,6,68,5200000
deep,dead,Medium,concrete,6,2,2,notProne,300,1,80,7800000
deep,dead,Medium,pit,6,2,2,notProne,300,2,77,7800000
deep,dead,Medium,utility,6,2,2,notProne,300,3,73,7800000
deep,dead,Medium,fill,6,2,2,notProne,300,4,75,7800000
deep,dead,Medium,concrete,6,2,2,notProne,300,5,67,7800000
deep,dead,Medium,pit,6,2,2,notProne,300,6,65,7800000
deep,dead,Medium,utility,6,2,2,notProne,500,1,68,13000000
deep,dead,Medium,fill,6,2,2,notProne,500,2,69,13000000
deep,dead,Medium,concrete,6,2,2,notProne,500,3,65,13000000
deep,dead,Medium,pit,6,2,2,notProne,500,4,70,13000000
deep,dead,Medium,utility,6,2,2,notProne,500,5,67,13000000
deep,dead,Medium,fill,6,2,2,notProne,500,6,63,13000000
deep,dead,Medium,concrete,6,2,6,prone,200,1,25,15600000
deep,dead,Medium,pit,6,2,6,prone,200,2,30,15600000
deep,dead,Medium,utility,6,2,6,prone,200,3,33,15600000
deep,dead,Medium,fill,6,2,6,prone,200,4,36,15600000
deep,dead,Medium,concrete,6,2,6,prone,200,5,24,15600000
deep,dead,Medium,pit,6,2,6,prone,200,6,20,15600000
deep,dead,Medium,utility,6,2,6,prone,300,1,16,23400000
deep,dead,Medium,fill,6,2,6,prone,300,2,18,24400000
deep,dead,Medium,concrete,6,2,6,prone,300,3,19,23400000
deep,dead,Medium,pit,6,2,6,prone,300,4,25,24400000
deep,dead,Medium,utility,6,2,6,prone,300,5,16,23400000
deep,dead,Medium,fill,6,2,6,prone,300,6,15,24400000
deep,dead,Medium,concrete,6,2,6,prone,500,1,20,39000000
deep,dead,Medium,pit,6,2,6,prone,500,2,25,39000000
deep,dead,Medium,utility,6,2,6,prone,500,3,26,39000000
deep,dead,Medium,fill,6,2,6,prone,500,4,20,39000000
deep,dead,Medium,concrete,6,2,6,prone,500,5,28,39000000
deep,dead,Medium,pit,6,2,6,prone,500,6,26,39000000
deep,dead,Medium,utility,6,2,6,notProne,100,1,75,7800000
deep,dead,Medium,fill,6,2,6,notProne,100,2,72,7800000
deep,dead,Medium,concrete,6,2,6,notProne,100,3,68,7800000
deep,dead,Medium,pit,6,2,6,notProne,100,4,70,7800000
deep,dead,Medium,utility,6,2,6,notProne,100,5,62,7800000
deep,dead,Medium,fill,6,2,6,notProne,100,6,60,7800000
deep,dead,Medium,concrete,6,2,6,notProne,200,1,63,15600000
deep,dead,Medium,pit,6,2,6,notProne,200,2,64,15600000
deep,dead,Medium,utility,6,2,6,notProne,200,3,60,15600000
deep,dead,Medium,fill,6,2,6,notProne,200,4,65,15600000
deep,dead,Medium,concrete,6,2,6,notProne,200,5,62,15600000
deep,dead,Medium,pit,6,2,6,notProne,200,6,58,15600000
deep,dead,Medium,utility,6,2,6,notProne,300,1,70,23400000
deep,dead,Medium,fill,6,2,6,notProne,300,2,67,24400000
deep,dead,Medium,concrete,6,2,6,notProne,300,3,63,23400000
deep,dead,Medium,pit,6,2,6,notProne,300,4,65,24400000
deep,dead,Medium,utility,6,2,6,notProne,300,5,57,23400000
deep,dead,Medium,fill,6,2,6,notProne,300,6,55,24400000
deep,dead,Medium,concrete,6,2,6,notProne,500,1,58,39000000
deep,dead,Medium,pit,6,2,6,notProne,500,2,59,39000000
deep,dead,Medium,utility,6,2,6,notProne,500,3,55,39000000
deep,dead,Medium,fill,6,2,6,notProne,500,4,60,39000000
deep,dead,Medium,concrete,6,2,6,notProne,500,5,57,39000000
deep,dead,Medium,pit,6,2,6,notProne,500,6,53,39000000
deep,dead,Medium,utility,6,2,10,prone,100,1,20,13000000
deep,dead,Medium,fill,6,2,10,prone,100,2,25,13000000
deep,dead,Medium,concrete,6,2,10,prone,100,3,28,13000000
deep,dead,Medium,pit,6,2,10,prone,100,4,30,13000000
deep,dead,Medium,utility,6,2,10,prone,100,5,20,13000000
deep,dead,Medium,fill,6,2,10,prone,100,6,16,13000000
deep,dead,Medium,concrete,6,2,10,prone,200,1,12,26000000
deep,dead,Medium,pit,6,2,10,prone,200,2,14,26000000
deep,dead,Medium,utility,6,2,10,prone,200,3,15,26000000
deep,dead,Medium,fill,6,2,10,prone,200,4,20,26000000
deep,dead,Medium,concrete,6,2,10,prone,200,5,16,26000000
deep,dead,Medium,pit,6,2,10,prone,200,6,12,26000000
deep,dead,Medium,utility,6,2,10,prone,300,1,15,39000000
deep,dead,Medium,fill,6,2,10,prone,300,2,21,39000000
deep,dead,Medium,concrete,6,2,10,prone,300,3,24,39000000
deep,dead,Medium,pit,6,2,10,prone,300,4,18,39000000
deep,dead,Medium,utility,6,2,10,prone,300,5,24,39000000
deep,dead,Medium,fill,6,2,10,prone,300,6,22,39000000
deep,dead,Medium,concrete,6,2,10,prone,500,1,17,65000000
deep,dead,Medium,pit,6,2,10,prone,500,2,14,65000000
deep,dead,Medium,utility,6,2,10,prone,500,3,11,65000000
deep,dead,Medium,fill,6,2,10,prone,500,4,14,65000000
deep,dead,Medium,concrete,6,2,10,prone,500,5,16,65000000
deep,dead,Medium,pit,6,2,10,prone,500,6,15,65000000
deep,dead,Medium,utility,6,2,10,notProne,100,1,70,13000000
deep,dead,Medium,fill,6,2,10,notProne,100,2,67,13000000
deep,dead,Medium,concrete,6,2,10,notProne,100,3,63,13000000
deep,dead,Medium,pit,6,2,10,notProne,100,4,65,13000000
deep,dead,Medium,utility,6,2,10,notProne,100,5,57,13000000
deep,dead,Medium,fill,6,2,10,notProne,100,6,55,13000000
deep,dead,Medium,concrete,6,2,10,notProne,200,1,68,26000000
deep,dead,Medium,pit,6,2,10,notProne,200,2,59,26000000
deep,dead,Medium,utility,6,2,10,notProne,200,3,55,26000000
deep,dead,Medium,fill,6,2,10,notProne,200,4,60,26000000
deep,dead,Medium,concrete,6,2,10,notProne,200,5,57,26000000
deep,dead,Medium,pit,6,2,10,notProne,200,6,53,26000000
deep,dead,Medium,utility,6,2,10,notProne,300,1,65,39000000
deep,dead,Medium,fill,6,2,10,notProne,300,2,62,39000000
deep,dead,Medium,concrete,6,2,10,notProne,300,3,57,39000000
deep,dead,Medium,pit,6,2,10,notProne,300,4,60,39000000
deep,dead,Medium,utility,6,2,10,notProne,300,5,62,39000000
deep,dead,Medium,fill,6,2,10,notProne,300,6,50,39000000
deep,dead,Medium,concrete,6,2,10,notProne,500,1,53,65000000
deep,dead,Medium,pit,6,2,10,notProne,500,2,54,65000000
deep,dead,Medium,utility,6,2,10,notProne,500,3,50,65000000
deep,dead,Medium,fill,6,2,10,notProne,500,4,55,65000000
deep,dead,Medium,concrete,6,2,10,notProne,500,5,52,65000000
deep,dead,Medium,pit,6,2,10,notProne,500,6,49,65000000
deep,dead,Medium,utility,6,2,14,prone,100,1,18,18200000
deep,dead,Medium,fill,6,2,14,prone,100,2,23,18200000
deep,dead,Medium,concrete,6,2,14,prone,100,3,27,18200000
deep,dead,Medium,pit,6,2,14,prone,100,4,28,18200000
deep,dead,Medium,utility,6,2,14,prone,100,5,20,18200000
deep,dead,Medium,fill,6,2,14,prone,100,6,14,18200000
deep,dead,Medium,concrete,6,2,14,prone,200,1,12,36400000
deep,dead,Medium,pit,6,2,14,prone,200,2,14,36400000
deep,dead,Medium,utility,6,2,14,prone,200,3,13,36400000
deep,dead,Medium,fill,6,2,14,prone,200,4,14,36400000
deep,dead,Medium,concrete,6,2,14,prone,200,5,12,36400000
deep,dead,Medium,pit,6,2,14,prone,200,6,11,36400000
deep,dead,Medium,utility,6,2,14,prone,300,1,14,54600000
deep,dead,Medium,fill,6,2,14,prone,300,2,18,54600000
deep,dead,Medium,concrete,6,2,14,prone,300,3,21,54600000
deep,dead,Medium,pit,6,2,14,prone,300,4,17,54600000
deep,dead,Medium,utility,6,2,14,prone,300,5,23,54600000
deep,dead,Medium,fill,6,2,14,prone,300,6,21,54600000
deep,dead,Medium,concrete,6,2,14,prone,500,1,15,91000000
deep,dead,Medium,pit,6,2,14,prone,500,2,14,91000000
deep,dead,Medium,utility,6,2,14,prone,500,3,12,91000000
deep,dead,Medium,fill,6,2,14,prone,500,4,13,91000000
deep,dead,Medium,concrete,6,2,14,prone,500,5,16,91000000
deep,dead,Medium,pit,6,2,14,prone,500,6,14,91000000
deep,dead,Medium,utility,6,2,14,notProne,100,1,58,18200000
deep,dead,Medium,fill,6,2,14,notProne,100,2,55,18200000
deep,dead,Medium,concrete,6,2,14,notProne,100,3,51,18200000
deep,dead,Medium,pit,6,2,14,notProne,100,4,53,18200000
deep,dead,Medium,utility,6,2,14,notProne,100,5,55,18200000
deep,dead,Medium,fill,6,2,14,notProne,100,6,53,18200000
deep,dead,Medium,concrete,6,2,14,notProne,200,1,56,36400000
deep,dead,Medium,pit,6,2,14,notProne,200,2,49,36400000
deep,dead,Medium,utility,6,2,14,notProne,200,3,53,36400000
deep,dead,Medium,fill,6,2,14,notProne,200,4,48,36400000
deep,dead,Medium,concrete,6,2,14,notProne,200,5,45,36400000
deep,dead,Medium,pit,6,2,14,notProne,200,6,51,36400000
deep,dead,Medium,utility,6,2,14,notProne,300,1,53,54600000
deep,dead,Medium,fill,6,2,14,notProne,300,2,50,54600000
deep,dead,Medium,concrete,6,2,14,notProne,300,3,49,54600000
deep,dead,Medium,pit,6,2,14,notProne,300,4,48,54600000
deep,dead,Medium,utility,6,2,14,notProne,300,5,50,54600000
deep,dead,Medium,fill,6,2,14,notProne,300,6,48,54600000
deep,dead,Medium,concrete,6,2,14,notProne,500,1,51,91000000
deep,dead,Medium,pit,6,2,14,notProne,500,2,52,91000000
deep,dead,Medium,utility,6,2,14,notProne,500,3,48,91000000
deep,dead,Medium,fill,6,2,14,notProne,500,4,53,91000000
deep,dead,Medium,concrete,6,2,14,notProne,500,5,50,91000000
deep,dead,Medium,pit,6,2,14,notProne,500,6,47,91000000
deep,dead,Medium,utility,6,2,18,prone,100,1,15,23400000
deep,dead,Medium,fill,6,2,18,prone,100,2,20,23400000
deep,dead,Medium,concrete,6,2,18,prone,100,3,24,23400000
deep,dead,Medium,pit,6,2,18,prone,100,4,25,23400000
deep,dead,Medium,utility,6,2,18,prone,100,5,16,23400000
deep,dead,Medium,fill,6,2,18,prone,100,6,13,23400000
deep,dead,Medium,concrete,6,2,18,prone,200,1,14,46800000
deep,dead,Medium,pit,6,2,18,prone,200,2,12,46800000
deep,dead,Medium,utility,6,2,18,prone,200,3,13,46800000
deep,dead,Medium,fill,6,2,18,prone,200,4,13,46800000
deep,dead ,Medium,concrete,6,2,18,prone,200,5,10,46800000
deep,dead ,Medium,pit,6,2,18,prone,200,6,9,46800000
deep,dead ,Medium,utility,6,2,18,prone,300,1,14,70200000
deep,dead ,Medium,fill,6,2,18,prone,300,2,15,70200000
deep,dead ,Medium,concrete,6,2,18,prone,300,3,17,70200000
deep,dead ,Medium,pit,6,2,18,prone,300,4,14,70200000
deep,dead ,Medium,utility,6,2,18,prone,300,5,20,70200000
deep,dead ,Medium,fill,6,2,18,prone,300,6,18,70200000
deep,dead ,Medium,concrete,6,2,18,prone,500,1,12,116000000
deep,dead ,Medium,pit,6,2,18,prone,500,2,11,116000000
deep,dead ,Medium,utility,6,2,18,prone,500,3,10,116000000
deep,dead ,Medium,fill,6,2,18,prone,500,4,12,116000000
deep,dead ,Medium,concrete,6,2,18,prone,500,5,14,116000000
deep,dead ,Medium,pit,6,2,18,prone,500,6,12,116000000
deep,dead ,Medium,utility,6,2,18,notProne,100,1,55,23400000
deep,dead ,Medium,fill,6,2,18,notProne,100,2,52,23400000
deep,dead ,Medium,concrete,6,2,18,notProne,100,3,48,23400000
deep,dead ,Medium,pit,6,2,18,notProne,100,4,50,23400000
deep,dead ,Medium,utility,6,2,18,notProne,100,5,52,23400000
deep,dead ,Medium,fill,6,2,18,notProne,100,6,50,23400000
deep,dead ,Medium,concrete,6,2,18,notProne,200,1,43,46800000
deep,dead ,Medium,pit,6,2,18,notProne,200,2,44,46800000
deep,dead ,Medium,utility,6,2,18,notProne,200,3,40,46800000
deep,dead ,Medium,fill,6,2,18,notProne,200,4,45,46800000
deep,dead ,Medium,concrete,6,2,18,notProne,200,5,42,46800000
deep,dead ,Medium,pit,6,2,18,notProne,200,6,48,46800000
deep,dead ,Medium,utility,6,2,18,notProne,300,1,50,70200000
deep,dead ,Medium,fill,6,2,18,notProne,300,2,47,70200000
deep,dead ,Medium,concrete,6,2,18,notProne,300,3,46,70200000
deep,dead ,Medium,pit,6,2,18,notProne,300,4,45,70200000
deep,dead ,Medium,utility,6,2,18,notProne,300,5,47,70200000
deep,dead ,Medium,fill,6,2,18,notProne,300,6,45,70200000
deep,dead ,Medium,concrete,6,2,18,notProne,500,1,48,116000000
deep,dead ,Medium,pit,6,2,18,notProne,500,2,49,116000000
deep,dead ,Medium,utility,6,2,18,notProne,500,3,45,116000000
deep,dead ,Medium,fill,6,2,18,notProne,500,4,47,116000000
deep,dead ,Medium,concrete,6,2,18,notProne,500,5,50,116000000
deep,dead ,Medium,pit,6,2,18,notProne,500,6,40,116000000
deep,dead ,Medium,utility,6,4,2,prone,100,1,23,2600000
deep,dead ,Medium,fill,6,4,2,prone,100,2,28,2600000
deep,dead ,Medium,concrete,6,4,2,prone,100,3,31,2600000
deep,dead ,Medium,pit,6,4,2,prone,100,4,32,2600000
deep,dead ,Medium,utility,6,4,2,prone,100,5,22,2600000
deep,dead ,Medium,fill,6,4,2,prone,100,6,18,2600000
deep,dead ,Medium,concrete,6,4,2,prone,200,1,18,5200000
deep,dead ,Medium,pit,6,4,2,prone,200,2,14,5200000
deep,dead ,Medium,utility,6,4,2,prone,200,3,16,5200000
deep,dead ,Medium,fill,6,4,2,prone,200,4,22,5200000
deep,dead ,Medium,concrete,6,4,2,prone,200,5,14,5200000
deep,dead ,Medium,pit,6,4,2,prone,200,6,13,5200000
deep,dead ,Medium,utility,6,4,2,prone,300,1,17,7800000
deep,dead ,Medium,fill,6,4,2,prone,300,2,23,7800000
deep,dead ,Medium,concrete,6,4,2,prone,300,3,24,7800000
deep,dead ,Medium,pit,6,4,2,prone,300,4,18,7800000
deep,dead ,Medium,utility,6,4,2,prone,300,5,15,7800000
deep,dead ,Medium,fill,6,4,2,prone,300,6,23,7800000
deep,dead ,Medium,concrete,6,4,2,prone,500,1,14,13000000
deep,dead ,Medium,pit,6,4,2,prone,500,2,16,13000000
deep,dead ,Medium,utility,6,4,2,prone,500,3,17,13000000
deep,dead ,Medium,fill,6,4,2,prone,500,4,22,13000000
deep,dead ,Medium,concrete,6,4,2,prone,500,5,14,13000000
deep,dead ,Medium,pit,6,4,2,prone,500,6,13,13000000
deep,dead ,Medium,utility,6,4,2,notProne,100,1,75,2600000
deep,dead ,Medium,fill,6,4,2,notProne,100,2,72,2600000
deep,dead ,Medium,concrete,6,4,2,notProne,100,3,68,2600000
deep,dead ,Medium,pit,6,4,2,notProne,100,4,70,2600000
deep,dead ,Medium,utility,6,4,2,notProne,100,5,62,2600000
deep,dead ,Medium,fill,6,4,2,notProne,100,6,60,2600000
deep,dead ,Medium,concrete,6,4,2,notProne,200,1,63,5200000
deep,dead ,Medium,pit,6,4,2,notProne,200,2,64,5200000
deep,dead ,Medium,utility,6,4,2,notProne,200,3,60,5200000
deep,dead ,Medium,fill,6,4,2,notProne,200,4,65,5200000
deep,dead ,Medium,concrete,6,4,2,notProne,200,5,62,5200000
deep,dead ,Medium,pit,6,4,2,notProne,200,6,58,5200000
deep,dead ,Medium,utility,6,4,2,notProne,300,1,70,7800000
deep,dead ,Medium,fill,6,4,2,notProne,300,2,67,7800000
deep,dead ,Medium,concrete,6,4,2,notProne,300,3,63,7800000
deep,dead ,Medium,pit,6,4,2,notProne,300,4,65,7800000
deep,dead ,Medium,utility,6,4,2,notProne,300,5,57,7800000
deep,dead ,Medium,fill,6,4,2,notProne,300,6,55,7800000
deep,dead ,Medium,concrete,6,4,2,notProne,500,1,58,13000000
deep,dead ,Medium,pit,6,4,2,notProne,500,2,59,13000000
deep,dead ,Medium,utility,6,4,2,notProne,500,3,55,13000000
deep,dead ,Medium,fill,6,4,2,notProne,500,4,60,13000000
deep,dead ,Medium,concrete,6,4,2,notProne,500,5,57,13000000
deep,dead ,Medium,pit,6,4,2,notProne,500,6,53,13000000
deep,dead ,Medium,utility,6,4,6,prone,200,1,29,15600000
deep,dead ,Medium,fill,6,4,6,prone,200,2,34,15600000
deep,dead ,Medium,concrete,6,4,6,prone,200,3,37,15600000
deep,dead ,Medium,pit,6,4,6,prone,200,4,39,15600000
deep,dead ,Medium,utility,6,4,6,prone,200,5,28,15600000
deep,dead ,Medium,fill,6,4,6,prone,200,6,24,15600000
deep,dead ,Medium,concrete,6,4,6,prone,300,1,20,23400000
deep,dead ,Medium,pit,6,4,6,prone,300,2,22,24400000
deep,dead ,Medium,utility,6,4,6,prone,300,3,23,23400000
deep,dead ,Medium,fill,6,4,6,prone,300,4,29,24400000
deep,dead ,Medium,concrete,6,4,6,prone,300,5,21,23400000
deep,dead ,Medium,pit,6,4,6,prone,300,6,19,24400000
deep,dead ,Medium,utility,6,4,6,prone,500,1,24,39000000
deep,dead ,Medium,fill,6,4,6,prone,500,2,29,39000000
deep,dead ,Medium,concrete,6,4,6,prone,500,3,31,39000000
deep,dead ,Medium,pit,6,4,6,prone,500,4,25,39000000
deep,dead ,Medium,utility,6,4,6,prone,500,5,32,39000000
deep,dead ,Medium,fill,6,4,6,prone,500,6,30,39000000
deep,dead ,Medium,concrete,6,4,6,notProne,100,1,55,7800000
deep,dead ,Medium,pit,6,4,6,notProne,100,2,62,7800000
deep,dead ,Medium,utility,6,4,6,notProne,100,3,58,7800000
deep,dead ,Medium,fill,6,4,6,notProne,100,4,60,7800000
deep,dead ,Medium,concrete,6,4,6,notProne,100,5,52,7800000
deep,dead ,Medium,pit,6,4,6,notProne,100,6,50,7800000
deep,dead ,Medium,utility,6,4,6,notProne,200,1,53,15600000
deep,dead ,Medium,fill,6,4,6,notProne,200,2,54,15600000
deep,dead ,Medium,concrete,6,4,6,notProne,200,3,50,15600000
deep,dead ,Medium,pit,6,4,6,notProne,200,4,65,15600000
deep,dead ,Medium,utility,6,4,6,notProne,200,5,52,15600000
deep,dead ,Medium,fill,6,4,6,notProne,200,6,58,15600000
deep,dead ,Medium,concrete,6,4,6,notProne,300,1,60,23400000
deep,dead ,Medium,pit,6,4,6,notProne,300,2,57,24400000
deep,dead ,Medium,utility,6,4,6,notProne,300,3,53,23400000
deep,dead ,Medium,fill,6,4,6,notProne,300,4,55,24400000
deep,dead ,Medium,concrete,6,4,6,notProne,300,5,57,23400000
deep,dead ,Medium,pit,6,4,6,notProne,300,6,45,24400000
deep,dead ,Medium,utility,6,4,6,notProne,500,1,48,39000000
deep,dead ,Medium,fill,6,4,6,notProne,500,2,59,39000000
deep,dead ,Medium,concrete,6,4,6,notProne,500,3,55,39000000
deep,dead ,Medium,pit,6,4,6,notProne,500,4,50,39000000
deep,dead ,Medium,utility,6,4,6,notProne,500,5,57,39000000
deep,dead ,Medium,fill,6,4,6,notProne,500,6,53,39000000
deep,dead ,Medium,concrete,6,4,10,prone,100,1,24,13000000
deep,dead ,Medium,pit,6,4,10,prone,100,2,29,13000000
deep,dead ,Medium,utility,6,4,10,prone,100,3,33,13000000
deep,dead ,Medium,fill,6,4,10,prone,100,4,34,13000000
deep,dead ,Medium,concrete,6,4,10,prone,100,5,24,13000000
deep,dead ,Medium,pit,6,4,10,prone,100,6,20,13000000
deep,dead ,Medium,utility,6,4,10,prone,200,1,16,26000000
deep,dead ,Medium,fill,6,4,10,prone,200,2,18,26000000
deep,dead ,Medium,concrete,6,4,10,prone,200,3,19,26000000
deep,dead ,Medium,pit,6,4,10,prone,200,4,20,26000000
deep,dead ,Medium,utility,6,4,10,prone,200,5,16,26000000
deep,dead ,Medium,fill,6,4,10,prone,200,6,14,26000000
deep,dead ,Medium,concrete,6,4,10,prone,300,1,19,39000000
deep,dead ,Medium,pit,6,4,10,prone,300,2,24,39000000
